6898, none, minecraft:the_void, MONSTER, mowziesmobs:grottol, 3, 1, 3
8332, beach, minecraft:beach, MONSTER, minecraft:spider, 3, 1, 3
8333, beach, minecraft:beach, MONSTER, minecraft:zombie, 3, 1, 3
8334, beach, minecraft:beach, MONSTER, minecraft:zombie_villager, 1, 1, 3
8335, beach, minecraft:beach, MONSTER, minecraft:skeleton, 3, 1, 3
8336, beach, minecraft:beach, MONSTER, minecraft:slime, 3, 1, 3
8337, beach, minecraft:beach, MONSTER, minecraft:enderman, 1, 1, 3
8338, beach, minecraft:beach, MONSTER, minecraft:witch, 1, 1, 3
8339, beach, minecraft:beach, MONSTER, creeperoverhaul:beach_creeper, 3, 1, 3
8340, beach, minecraft:beach, MONSTER, creeperoverhaul:cave_creeper, 3, 1, 3
8341, beach, minecraft:beach, MONSTER, mowziesmobs:grottol, 3, 1, 3
8342, beach, minecraft:beach, MONSTER, alexsmobs:centipede_head, 3, 1, 3
8343, beach, minecraft:beach, MONSTER, quark:stoneling, 3, 1, 3
8344, beach, minecraft:beach, MONSTER, quark:toretoise, 3, 1, 3
8345, beach, minecraft:beach, CREATURE, minecraft:turtle, 3, 1, 3
8346, beach, minecraft:beach, CREATURE, isleofberk:terrible_terror, 3, 1, 3
8347, beach, minecraft:beach, CREATURE, naturalist:coral_snake, 3, 1, 3
8348, beach, minecraft:beach, CREATURE, alexsmobs:seal, 3, 1, 3
8349, beach, minecraft:beach, CREATURE, alexsmobs:seagull, 3, 1, 3
8350, beach, minecraft:beach, CREATURE, quark:crab, 3, 1, 3
8351, beach, minecraft:beach, AMBIENT, minecraft:bat, 3, 1, 3
8352, beach, minecraft:beach, AMBIENT, alexsmobs:fly, 3, 1, 3
8353, beach, minecraft:beach, AMBIENT, alexsmobs:cockroach, 3, 1, 3
8354, beach, minecraft:beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 3, 1, 3
8355, beach, minecraft:beach, WATER_AMBIENT, aquaculture:tuna, 3, 1, 3
8356, beach, minecraft:beach, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
8357, beach, minecraft:beach, WATER_AMBIENT, aquaculture:atlantic_herring, 3, 1, 3
8358, beach, minecraft:beach, WATER_AMBIENT, aquaculture:atlantic_halibut, 3, 1, 3
8359, beach, minecraft:beach, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 3
8360, beach, minecraft:beach, WATER_AMBIENT, alexsmobs:lobster, 3, 1, 3
8361, beach, minecraft:beach, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 1, 3
8362, beach, minecraft:snowy_beach, MONSTER, minecraft:spider, 3, 1, 3
8363, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie, 3, 1, 3
8364, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager, 1, 1, 3
8365, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton, 3, 1, 3
8366, beach, minecraft:snowy_beach, MONSTER, minecraft:slime, 3, 1, 3
8367, beach, minecraft:snowy_beach, MONSTER, minecraft:enderman, 1, 1, 3
8368, beach, minecraft:snowy_beach, MONSTER, minecraft:witch, 1, 1, 3
8369, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:beach_creeper, 3, 1, 3
8370, beach, minecraft:snowy_beach, MONSTER, creeperoverhaul:cave_creeper, 3, 1, 3
8371, beach, minecraft:snowy_beach, MONSTER, mowziesmobs:grottol, 3, 1, 3
8372, beach, minecraft:snowy_beach, MONSTER, alexsmobs:centipede_head, 3, 1, 3
8373, beach, minecraft:snowy_beach, MONSTER, quark:stoneling, 3, 1, 3
8374, beach, minecraft:snowy_beach, MONSTER, quark:toretoise, 3, 1, 3
8375, beach, minecraft:snowy_beach, CREATURE, naturalist:coral_snake, 3, 1, 3
8376, beach, minecraft:snowy_beach, CREATURE, alexsmobs:seal, 3, 1, 3
8377, beach, minecraft:snowy_beach, CREATURE, alexsmobs:seagull, 3, 1, 3
8378, beach, minecraft:snowy_beach, CREATURE, alexsmobs:tusklin, 3, 1, 3
8379, beach, minecraft:snowy_beach, CREATURE, quark:crab, 3, 1, 3
8380, beach, minecraft:snowy_beach, AMBIENT, minecraft:bat, 3, 1, 3
8381, beach, minecraft:snowy_beach, AMBIENT, alexsmobs:fly, 3, 1, 3
8382, beach, minecraft:snowy_beach, AMBIENT, alexsmobs:cockroach, 3, 1, 3
8383, beach, minecraft:snowy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 3, 1, 3
8384, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:tuna, 3, 1, 3
8385, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:rainbow_trout, 3, 1, 3
8386, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:pink_salmon, 3, 1, 3
8387, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:blackfish, 3, 1, 3
8388, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:atlantic_cod, 3, 1, 3
8389, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
8390, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:pacific_halibut, 3, 1, 3
8391, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:atlantic_herring, 3, 1, 3
8392, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:atlantic_halibut, 3, 1, 3
8393, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 3
8394, beach, minecraft:snowy_beach, WATER_AMBIENT, aquaculture:pollock, 3, 1, 3
8395, beach, minecraft:snowy_beach, WATER_AMBIENT, alexsmobs:lobster, 3, 1, 3
8396, beach, minecraft:snowy_beach, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 1, 3
8397, beach, minecraft:stony_shore, MONSTER, minecraft:spider, 3, 1, 3
8398, beach, minecraft:stony_shore, MONSTER, minecraft:zombie, 3, 1, 3
8399, beach, minecraft:stony_shore, MONSTER, minecraft:zombie_villager, 1, 1, 3
8400, beach, minecraft:stony_shore, MONSTER, minecraft:skeleton, 3, 1, 3
8401, beach, minecraft:stony_shore, MONSTER, minecraft:slime, 3, 1, 3
8402, beach, minecraft:stony_shore, MONSTER, minecraft:enderman, 1, 1, 3
8403, beach, minecraft:stony_shore, MONSTER, minecraft:witch, 1, 1, 3
8404, beach, minecraft:stony_shore, MONSTER, creeperoverhaul:beach_creeper, 3, 1, 3
8405, beach, minecraft:stony_shore, MONSTER, creeperoverhaul:cave_creeper, 3, 1, 3
8406, beach, minecraft:stony_shore, MONSTER, mowziesmobs:grottol, 3, 1, 3
8407, beach, minecraft:stony_shore, MONSTER, mowziesmobs:naga, 3, 1, 3
8408, beach, minecraft:stony_shore, MONSTER, alexsmobs:centipede_head, 3, 1, 3
8409, beach, minecraft:stony_shore, MONSTER, quark:stoneling, 3, 1, 3
8410, beach, minecraft:stony_shore, MONSTER, quark:toretoise, 3, 1, 3
8411, beach, minecraft:stony_shore, CREATURE, isleofberk:terrible_terror, 3, 1, 3
8412, beach, minecraft:stony_shore, CREATURE, naturalist:coral_snake, 3, 1, 3
8413, beach, minecraft:stony_shore, CREATURE, alexsmobs:seal, 3, 1, 3
8414, beach, minecraft:stony_shore, CREATURE, alexsmobs:seagull, 3, 1, 3
8415, beach, minecraft:stony_shore, CREATURE, quark:crab, 3, 1, 3
8416, beach, minecraft:stony_shore, AMBIENT, minecraft:bat, 3, 1, 3
8417, beach, minecraft:stony_shore, AMBIENT, alexsmobs:fly, 3, 1, 3
8418, beach, minecraft:stony_shore, AMBIENT, alexsmobs:cockroach, 3, 1, 3
8419, beach, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 3, 1, 3
8420, beach, minecraft:stony_shore, WATER_AMBIENT, aquaculture:tuna, 3, 1, 3
8421, beach, minecraft:stony_shore, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
8422, beach, minecraft:stony_shore, WATER_AMBIENT, aquaculture:atlantic_herring, 3, 1, 3
8423, beach, minecraft:stony_shore, WATER_AMBIENT, aquaculture:atlantic_halibut, 3, 1, 3
8424, beach, minecraft:stony_shore, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 3
8425, beach, minecraft:stony_shore, WATER_AMBIENT, alexsmobs:lobster, 3, 1, 3
8426, beach, minecraft:stony_shore, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 1, 3
8427, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned, 3, 1, 3
8428, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 3, 1, 3
8429, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 3, 1, 3
8430, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 1, 1, 3
8431, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 3, 1, 3
8432, ocean, minecraft:warm_ocean, MONSTER, minecraft:creeper, 3, 1, 3
8433, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 3, 1, 3
8434, ocean, minecraft:warm_ocean, MONSTER, minecraft:enderman, 1, 1, 3
8435, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 1, 1, 3
8436, ocean, minecraft:warm_ocean, MONSTER, mowziesmobs:grottol, 3, 1, 3
8437, ocean, minecraft:warm_ocean, MONSTER, quark:stoneling, 3, 1, 3
8438, ocean, minecraft:warm_ocean, MONSTER, quark:toretoise, 3, 1, 3
8439, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 3, 1, 3
8440, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 3, 1, 3
8441, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 3, 1, 3
8442, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 3, 1, 3
8443, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:hammerhead_shark, 3, 1, 3
8444, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:mantis_shrimp, 3, 1, 3
8445, ocean, minecraft:warm_ocean, WATER_CREATURE, alexsmobs:mimic_octopus, 3, 1, 3
8446, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 3, 1, 3
8447, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 3, 1, 3
8448, ocean, minecraft:warm_ocean, WATER_AMBIENT, aquaculture:tuna, 3, 1, 3
8449, ocean, minecraft:warm_ocean, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
8450, ocean, minecraft:warm_ocean, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 3
8451, ocean, minecraft:warm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 3, 1, 3
8452, ocean, minecraft:warm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 3, 1, 3
8453, ocean, minecraft:warm_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 1, 3
8454, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 3, 1, 3
8455, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 3, 1, 3
8456, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 1, 1, 3
8457, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 3, 1, 3
8458, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:creeper, 3, 1, 3
8459, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 3, 1, 3
8460, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 1, 1, 3
8461, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 1, 1, 3
8462, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 3, 1, 3
8463, ocean, minecraft:lukewarm_ocean, MONSTER, mowziesmobs:grottol, 3, 1, 3
8464, ocean, minecraft:lukewarm_ocean, MONSTER, quark:stoneling, 3, 1, 3
8465, ocean, minecraft:lukewarm_ocean, MONSTER, quark:toretoise, 3, 1, 3
8466, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 3, 1, 3
8467, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 3, 1, 3
8468, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 3, 1, 3
8469, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 3, 1, 3
8470, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 3, 1, 3
8471, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 3, 1, 3
8472, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 3, 1, 3
8473, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 3, 1, 3
8474, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, aquaculture:tuna, 3, 1, 3
8475, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
8476, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 3, 1, 3
8477, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 3, 1, 3
8478, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 3
8479, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 3, 1, 3
8480, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 3, 1, 3
8481, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 1, 3
8482, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, alexsmobs:flying_fish, 3, 1, 3
8483, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider, 3, 1, 3
8484, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie, 3, 1, 3
8485, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 1, 1, 3
8486, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton, 3, 1, 3
8487, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:creeper, 3, 1, 3
8488, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime, 3, 1, 3
8489, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman, 1, 1, 3
8490, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch, 1, 1, 3
8491, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 3, 1, 3
8492, ocean, minecraft:deep_lukewarm_ocean, MONSTER, mowziesmobs:grottol, 3, 1, 3
8493, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:stoneling, 3, 1, 3
8494, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:toretoise, 3, 1, 3
8495, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat, 3, 1, 3
8496, ocean, minecraft:deep_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 3, 1, 3
8497, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 3, 1, 3
8498, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 3, 1, 3
8499, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 3, 1, 3
8500, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 3, 1, 3
8501, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, alexsmobs:giant_squid, 3, 1, 3
8502, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 3, 1, 3
8503, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 3, 1, 3
8504, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 3, 1, 3
8505, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:tuna, 3, 1, 3
8506, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
8507, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 3, 1, 3
8508, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 3, 1, 3
8509, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 3
8510, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 3, 1, 3
8511, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 3, 1, 3
8512, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, alexsmobs:blobfish, 3, 1, 3
8513, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 1, 3
8514, ocean, minecraft:ocean, MONSTER, minecraft:spider, 3, 1, 3
8515, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 3, 1, 3
8516, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 1, 1, 3
8517, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 3, 1, 3
8518, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 3, 1, 3
8519, ocean, minecraft:ocean, MONSTER, minecraft:slime, 3, 1, 3
8520, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 1, 1, 3
8521, ocean, minecraft:ocean, MONSTER, minecraft:witch, 1, 1, 3
8522, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 3, 1, 3
8523, ocean, minecraft:ocean, MONSTER, mowziesmobs:grottol, 3, 1, 3
8524, ocean, minecraft:ocean, MONSTER, quark:stoneling, 3, 1, 3
8525, ocean, minecraft:ocean, MONSTER, quark:toretoise, 3, 1, 3
8526, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 3, 1, 3
8527, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 3, 1, 3
8528, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 3, 1, 3
8529, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 3, 1, 3
8530, ocean, minecraft:ocean, WATER_CREATURE, alexsmobs:frilled_shark, 3, 1, 3
8531, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 3, 1, 3
8532, ocean, minecraft:ocean, WATER_AMBIENT, aquaculture:tuna, 3, 1, 3
8533, ocean, minecraft:ocean, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
8534, ocean, minecraft:ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 3, 1, 3
8535, ocean, minecraft:ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 3, 1, 3
8536, ocean, minecraft:ocean, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 3
8537, ocean, minecraft:ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 3, 1, 3
8538, ocean, minecraft:ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 3, 1, 3
8539, ocean, minecraft:ocean, WATER_AMBIENT, alexsmobs:blobfish, 3, 1, 3
8540, ocean, minecraft:ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 1, 3
8541, ocean, minecraft:ocean, WATER_AMBIENT, alexsmobs:flying_fish, 3, 1, 3
8542, ocean, minecraft:deep_ocean, MONSTER, minecraft:spider, 3, 1, 3
8543, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie, 3, 1, 3
8544, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie_villager, 1, 1, 3
8545, ocean, minecraft:deep_ocean, MONSTER, minecraft:skeleton, 3, 1, 3
8546, ocean, minecraft:deep_ocean, MONSTER, minecraft:creeper, 3, 1, 3
8547, ocean, minecraft:deep_ocean, MONSTER, minecraft:slime, 3, 1, 3
8548, ocean, minecraft:deep_ocean, MONSTER, minecraft:enderman, 1, 1, 3
8549, ocean, minecraft:deep_ocean, MONSTER, minecraft:witch, 1, 1, 3
8550, ocean, minecraft:deep_ocean, MONSTER, minecraft:drowned, 3, 1, 3
8551, ocean, minecraft:deep_ocean, MONSTER, mowziesmobs:grottol, 3, 1, 3
8552, ocean, minecraft:deep_ocean, MONSTER, quark:stoneling, 3, 1, 3
8553, ocean, minecraft:deep_ocean, MONSTER, quark:toretoise, 3, 1, 3
8554, ocean, minecraft:deep_ocean, AMBIENT, minecraft:bat, 3, 1, 3
8555, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 3, 1, 3
8556, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 3, 1, 3
8557, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin, 3, 1, 3
8558, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 3, 1, 3
8559, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 3, 1, 3
8560, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:giant_squid, 3, 1, 3
8561, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 3, 1, 3
8562, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:tuna, 3, 1, 3
8563, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
8564, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 3, 1, 3
8565, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 3, 1, 3
8566, ocean, minecraft:deep_ocean, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 3
8567, ocean, minecraft:deep_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 3, 1, 3
8568, ocean, minecraft:deep_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 3, 1, 3
8569, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:blobfish, 3, 1, 3
8570, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 1, 3
8571, ocean, minecraft:cold_ocean, MONSTER, minecraft:spider, 3, 1, 3
8572, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie, 3, 1, 3
8573, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie_villager, 1, 1, 3
8574, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton, 3, 1, 3
8575, ocean, minecraft:cold_ocean, MONSTER, minecraft:creeper, 3, 1, 3
8576, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime, 3, 1, 3
8577, ocean, minecraft:cold_ocean, MONSTER, minecraft:enderman, 1, 1, 3
8578, ocean, minecraft:cold_ocean, MONSTER, minecraft:witch, 1, 1, 3
8579, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned, 3, 1, 3
8580, ocean, minecraft:cold_ocean, MONSTER, mowziesmobs:grottol, 3, 1, 3
8581, ocean, minecraft:cold_ocean, MONSTER, quark:stoneling, 3, 1, 3
8582, ocean, minecraft:cold_ocean, MONSTER, quark:toretoise, 3, 1, 3
8583, ocean, minecraft:cold_ocean, AMBIENT, minecraft:bat, 3, 1, 3
8584, ocean, minecraft:cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 3, 1, 3
8585, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid, 3, 1, 3
8586, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:orca, 3, 1, 3
8587, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 3, 1, 3
8588, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod, 3, 1, 3
8589, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon, 3, 1, 3
8590, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:tuna, 3, 1, 3
8591, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 3, 1, 3
8592, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:pink_salmon, 3, 1, 3
8593, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:blackfish, 3, 1, 3
8594, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:atlantic_cod, 3, 1, 3
8595, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:jellyfish, 3, 1, 3
8596, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:pacific_halibut, 3, 1, 3
8597, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:atlantic_herring, 3, 1, 3
8598, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut, 3, 1, 3
8599, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:red_grouper, 3, 1, 3
8600, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:pollock, 3, 1, 3
8601, ocean, minecraft:cold_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 3, 1, 3
8602, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 3, 1, 3
8603, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 3, 1, 3
8604, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 1, 1, 3
8605, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 3, 1, 3
8606, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 3, 1, 3
8607, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 3, 1, 3
8608, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 1, 1, 3
8609, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 1, 1, 3
8610, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 3, 1, 3
8611, ocean, minecraft:deep_cold_ocean, MONSTER, mowziesmobs:grottol, 3, 1, 3
8612, ocean, minecraft:deep_cold_ocean, MONSTER, quark:stoneling, 3, 1, 3
8613, ocean, minecraft:deep_cold_ocean, MONSTER, quark:toretoise, 3, 1, 3
8614, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat, 3, 1, 3
8615, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 3, 1, 3
8616, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid, 3, 1, 3
8617, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:orca, 3, 1, 3
8618, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 3, 1, 3
8619, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 3, 1, 3
8620, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:giant_squid, 3, 1, 3
8621, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod, 3, 1, 3
8622, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon, 3, 1, 3
8623, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:tuna, 3, 1, 3
8624, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:rainbow_trout, 3, 1, 3
