1, none, minecraft:the_void, MONSTER, mowziesmobs:grottol, 2, 1, 1
690, savanna, minecraft:savanna, CREATURE, naturalist:elephant, 1, 2, 3
691, savanna, minecraft:savanna, CREATURE, naturalist:zebra, 7, 2, 3
692, savanna, minecraft:savanna, CREATURE, naturalist:giraffe, 7, 2, 4
693, savanna, minecraft:savanna, CREATURE, naturalist:hippo, 15, 3, 4
694, savanna, minecraft:savanna, CREATURE, naturalist:vulture, 10, 2, 4
695, savanna, minecraft:savanna, CREATURE, naturalist:boar, 10, 4, 4
696, savanna, minecraft:savanna, CREATURE, alexsmobs:gazelle, 15, 7, 7
697, savanna, minecraft:savanna, CREATURE, alexsmobs:elephant, 15, 3, 5
698, savanna, minecraft:savanna, CREATURE, alexsmobs:emu, 15, 2, 5
699, savanna, minecraft:savanna, CREATURE, alexsmobs:kangaroo, 15, 3, 5
700, savanna, minecraft:savanna, CREATURE, alexsmobs:maned_wolf, 8, 1, 1
701, savanna, minecraft:savanna, AMBIENT, minecraft:bat, 10, 8, 8
702, savanna, minecraft:savanna, AMBIENT, alexsmobs:fly, 3, 2, 3
703, savanna, minecraft:savanna, AMBIENT, alexsmobs:cockroach, 4, 5, 5
704, savanna, minecraft:savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
705, savanna, minecraft:savanna, WATER_CREATURE, alexsmobs:cachalot_whale, 2, 1, 2
706, savanna, minecraft:savanna, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
707, savanna, minecraft:savanna, WATER_AMBIENT, aquaculture:minnow, 15, 1, 5
708, savanna, minecraft:savanna, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
709, savanna, minecraft:savanna, WATER_AMBIENT, aquaculture:bluegill, 15, 1, 6
710, savanna, minecraft:savanna, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
711, savanna, minecraft:savanna, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 15, 5, 12
712, savanna, minecraft:savanna_plateau, MONSTER, minecraft:spider, 15, 4, 4
713, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie, 15, 4, 4
714, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie_villager, 1, 1, 1
715, savanna, minecraft:savanna_plateau, MONSTER, minecraft:skeleton, 15, 4, 4
716, savanna, minecraft:savanna_plateau, MONSTER, minecraft:slime, 15, 4, 4
717, savanna, minecraft:savanna_plateau, MONSTER, minecraft:enderman, 1, 1, 4
718, savanna, minecraft:savanna_plateau, MONSTER, minecraft:witch, 1, 1, 1
719, savanna, minecraft:savanna_plateau, MONSTER, creeperoverhaul:savannah_creeper, 15, 2, 2
720, savanna, minecraft:savanna_plateau, MONSTER, creeperoverhaul:cave_creeper, 15, 2, 2
721, savanna, minecraft:savanna_plateau, MONSTER, mowziesmobs:umvuthana_raptor, 2, 1, 1
722, savanna, minecraft:savanna_plateau, MONSTER, mowziesmobs:grottol, 2, 1, 1
723, savanna, minecraft:savanna_plateau, MONSTER, alexsmobs:centipede_head, 8, 1, 1
724, savanna, minecraft:savanna_plateau, MONSTER, quark:stoneling, 15, 1, 1
725, savanna, minecraft:savanna_plateau, MONSTER, quark:toretoise, 15, 2, 4
726, savanna, minecraft:savanna_plateau, CREATURE, minecraft:horse, 1, 2, 6
727, savanna, minecraft:savanna_plateau, CREATURE, minecraft:donkey, 1, 1, 1
728, savanna, minecraft:savanna_plateau, CREATURE, minecraft:llama, 8, 4, 4
729, savanna, minecraft:savanna_plateau, CREATURE, isleofberk:stinger, 10, 2, 4
730, savanna, minecraft:savanna_plateau, CREATURE, isleofberk:deadly_nadder, 6, 2, 4
731, savanna, minecraft:savanna_plateau, CREATURE, isleofberk:gronckle, 5, 2, 3
732, savanna, minecraft:savanna_plateau, CREATURE, naturalist:snail, 2, 1, 3
733, savanna, minecraft:savanna_plateau, CREATURE, naturalist:rattlesnake, 3, 1, 1
734, savanna, minecraft:savanna_plateau, CREATURE, naturalist:cardinal, 6, 1, 4
735, savanna, minecraft:savanna_plateau, CREATURE, naturalist:rhino, 10, 1, 3
736, savanna, minecraft:savanna_plateau, CREATURE, naturalist:lion, 10, 3, 5
737, savanna, minecraft:savanna_plateau, CREATURE, naturalist:elephant, 1, 2, 3
738, savanna, minecraft:savanna_plateau, CREATURE, naturalist:zebra, 7, 2, 3
739, savanna, minecraft:savanna_plateau, CREATURE, naturalist:giraffe, 7, 2, 4
740, savanna, minecraft:savanna_plateau, CREATURE, naturalist:hippo, 15, 3, 4
741, savanna, minecraft:savanna_plateau, CREATURE, naturalist:vulture, 10, 2, 4
742, savanna, minecraft:savanna_plateau, CREATURE, naturalist:boar, 10, 4, 4
743, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:gazelle, 15, 7, 7
744, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:sunbird, 2, 1, 1
745, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:elephant, 15, 3, 5
746, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:emu, 15, 2, 5
747, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:kangaroo, 15, 3, 5
748, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:maned_wolf, 8, 1, 1
749, savanna, minecraft:savanna_plateau, CREATURE, alexsmobs:gelada_monkey, 3, 9, 16
750, savanna, minecraft:savanna_plateau, CREATURE, quark:shiba, 15, 1, 3
751, savanna, minecraft:savanna_plateau, AMBIENT, minecraft:bat, 10, 8, 8
752, savanna, minecraft:savanna_plateau, AMBIENT, alexsmobs:fly, 3, 2, 3
753, savanna, minecraft:savanna_plateau, AMBIENT, alexsmobs:cockroach, 4, 5, 5
754, savanna, minecraft:savanna_plateau, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
755, savanna, minecraft:savanna_plateau, WATER_CREATURE, alexsmobs:cachalot_whale, 2, 1, 2
756, savanna, minecraft:savanna_plateau, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
757, savanna, minecraft:savanna_plateau, WATER_AMBIENT, aquaculture:minnow, 15, 1, 5
758, savanna, minecraft:savanna_plateau, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
759, savanna, minecraft:savanna_plateau, WATER_AMBIENT, aquaculture:bluegill, 15, 1, 6
760, savanna, minecraft:savanna_plateau, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
761, savanna, minecraft:savanna_plateau, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 15, 5, 12
762, extreme_hills, minecraft:windswept_hills, MONSTER, minecraft:spider, 15, 4, 4
763, extreme_hills, minecraft:windswept_hills, MONSTER, minecraft:zombie, 15, 4, 4
764, extreme_hills, minecraft:windswept_hills, MONSTER, minecraft:zombie_villager, 1, 1, 1
765, extreme_hills, minecraft:windswept_hills, MONSTER, minecraft:skeleton, 15, 4, 4
766, extreme_hills, minecraft:windswept_hills, MONSTER, minecraft:slime, 15, 4, 4
767, extreme_hills, minecraft:windswept_hills, MONSTER, minecraft:enderman, 1, 1, 4
768, extreme_hills, minecraft:windswept_hills, MONSTER, minecraft:witch, 1, 1, 1
769, extreme_hills, minecraft:windswept_hills, MONSTER, creeperoverhaul:hills_creeper, 15, 2, 2
770, extreme_hills, minecraft:windswept_hills, MONSTER, creeperoverhaul:cave_creeper, 15, 2, 2
771, extreme_hills, minecraft:windswept_hills, MONSTER, mowziesmobs:grottol, 2, 1, 1
772, extreme_hills, minecraft:windswept_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
773, extreme_hills, minecraft:windswept_hills, MONSTER, quark:stoneling, 15, 1, 1
774, extreme_hills, minecraft:windswept_hills, MONSTER, quark:toretoise, 15, 2, 4
775, extreme_hills, minecraft:windswept_hills, CREATURE, minecraft:sheep, 12, 4, 4
776, extreme_hills, minecraft:windswept_hills, CREATURE, minecraft:pig, 10, 4, 4
777, extreme_hills, minecraft:windswept_hills, CREATURE, minecraft:chicken, 10, 4, 4
778, extreme_hills, minecraft:windswept_hills, CREATURE, minecraft:cow, 8, 4, 4
779, extreme_hills, minecraft:windswept_hills, CREATURE, minecraft:llama, 5, 4, 6
780, extreme_hills, minecraft:windswept_hills, CREATURE, isleofberk:deadly_nadder, 4, 2, 3
781, extreme_hills, minecraft:windswept_hills, CREATURE, isleofberk:night_fury, 2, 0, 1
782, extreme_hills, minecraft:windswept_hills, CREATURE, isleofberk:skrill, 2, 0, 1
783, extreme_hills, minecraft:windswept_hills, CREATURE, isleofberk:monstrous_nightmare, 1, 0, 1
784, extreme_hills, minecraft:windswept_hills, CREATURE, naturalist:snail, 2, 1, 3
785, extreme_hills, minecraft:windswept_hills, CREATURE, naturalist:bluejay, 6, 1, 4
786, extreme_hills, minecraft:windswept_hills, CREATURE, naturalist:canary, 6, 1, 4
787, extreme_hills, minecraft:windswept_hills, AMBIENT, minecraft:bat, 10, 8, 8
788, extreme_hills, minecraft:windswept_hills, AMBIENT, alexsmobs:fly, 3, 2, 3
789, extreme_hills, minecraft:windswept_hills, AMBIENT, alexsmobs:cockroach, 4, 5, 5
790, extreme_hills, minecraft:windswept_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
791, extreme_hills, minecraft:windswept_hills, WATER_CREATURE, alexsmobs:cachalot_whale, 2, 1, 2
792, extreme_hills, minecraft:windswept_hills, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
793, extreme_hills, minecraft:windswept_hills, WATER_AMBIENT, aquaculture:minnow, 15, 1, 5
794, extreme_hills, minecraft:windswept_hills, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
795, extreme_hills, minecraft:windswept_hills, WATER_AMBIENT, aquaculture:perch, 15, 1, 6
796, extreme_hills, minecraft:windswept_hills, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
797, extreme_hills, minecraft:windswept_hills, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
798, extreme_hills, minecraft:windswept_hills, WATER_AMBIENT, aquaculture:bluegill, 15, 1, 6
799, extreme_hills, minecraft:windswept_hills, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
800, extreme_hills, minecraft:windswept_hills, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
801, extreme_hills, minecraft:windswept_hills, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 15, 5, 12
802, extreme_hills, minecraft:windswept_gravelly_hills, MONSTER, minecraft:spider, 15, 4, 4
803, extreme_hills, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie, 15, 4, 4
804, extreme_hills, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie_villager, 1, 1, 1
805, extreme_hills, minecraft:windswept_gravelly_hills, MONSTER, minecraft:skeleton, 15, 4, 4
806, extreme_hills, minecraft:windswept_gravelly_hills, MONSTER, minecraft:slime, 15, 4, 4
807, extreme_hills, minecraft:windswept_gravelly_hills, MONSTER, minecraft:enderman, 1, 1, 4
808, extreme_hills, minecraft:windswept_gravelly_hills, MONSTER, minecraft:witch, 1, 1, 1
809, extreme_hills, minecraft:windswept_gravelly_hills, MONSTER, creeperoverhaul:hills_creeper, 15, 2, 2
810, extreme_hills, minecraft:windswept_gravelly_hills, MONSTER, creeperoverhaul:cave_creeper, 15, 2, 2
811, extreme_hills, minecraft:windswept_gravelly_hills, MONSTER, mowziesmobs:grottol, 2, 1, 1
812, extreme_hills, minecraft:windswept_gravelly_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
813, extreme_hills, minecraft:windswept_gravelly_hills, MONSTER, quark:stoneling, 15, 1, 1
814, extreme_hills, minecraft:windswept_gravelly_hills, MONSTER, quark:toretoise, 15, 2, 4
815, extreme_hills, minecraft:windswept_gravelly_hills, CREATURE, minecraft:sheep, 12, 4, 4
816, extreme_hills, minecraft:windswept_gravelly_hills, CREATURE, minecraft:pig, 10, 4, 4
817, extreme_hills, minecraft:windswept_gravelly_hills, CREATURE, minecraft:chicken, 10, 4, 4
818, extreme_hills, minecraft:windswept_gravelly_hills, CREATURE, minecraft:cow, 8, 4, 4
819, extreme_hills, minecraft:windswept_gravelly_hills, CREATURE, minecraft:llama, 5, 4, 6
820, extreme_hills, minecraft:windswept_gravelly_hills, CREATURE, isleofberk:deadly_nadder, 4, 2, 3
821, extreme_hills, minecraft:windswept_gravelly_hills, CREATURE, isleofberk:night_fury, 2, 0, 1
822, extreme_hills, minecraft:windswept_gravelly_hills, CREATURE, isleofberk:skrill, 2, 0, 1
823, extreme_hills, minecraft:windswept_gravelly_hills, CREATURE, isleofberk:monstrous_nightmare, 1, 0, 1
824, extreme_hills, minecraft:windswept_gravelly_hills, CREATURE, naturalist:snail, 2, 1, 3
825, extreme_hills, minecraft:windswept_gravelly_hills, CREATURE, naturalist:bluejay, 6, 1, 4
826, extreme_hills, minecraft:windswept_gravelly_hills, CREATURE, naturalist:canary, 6, 1, 4
827, extreme_hills, minecraft:windswept_gravelly_hills, AMBIENT, minecraft:bat, 10, 8, 8
828, extreme_hills, minecraft:windswept_gravelly_hills, AMBIENT, alexsmobs:fly, 3, 2, 3
829, extreme_hills, minecraft:windswept_gravelly_hills, AMBIENT, alexsmobs:cockroach, 4, 5, 5
830, extreme_hills, minecraft:windswept_gravelly_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
831, extreme_hills, minecraft:windswept_gravelly_hills, WATER_CREATURE, alexsmobs:cachalot_whale, 2, 1, 2
832, extreme_hills, minecraft:windswept_gravelly_hills, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
833, extreme_hills, minecraft:windswept_gravelly_hills, WATER_AMBIENT, aquaculture:minnow, 15, 1, 5
834, extreme_hills, minecraft:windswept_gravelly_hills, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
835, extreme_hills, minecraft:windswept_gravelly_hills, WATER_AMBIENT, aquaculture:perch, 15, 1, 6
836, extreme_hills, minecraft:windswept_gravelly_hills, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
837, extreme_hills, minecraft:windswept_gravelly_hills, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
838, extreme_hills, minecraft:windswept_gravelly_hills, WATER_AMBIENT, aquaculture:bluegill, 15, 1, 6
839, extreme_hills, minecraft:windswept_gravelly_hills, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
840, extreme_hills, minecraft:windswept_gravelly_hills, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
841, extreme_hills, minecraft:windswept_gravelly_hills, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 15, 5, 12
842, extreme_hills, minecraft:windswept_forest, MONSTER, minecraft:spider, 15, 4, 4
843, extreme_hills, minecraft:windswept_forest, MONSTER, minecraft:zombie, 15, 4, 4
844, extreme_hills, minecraft:windswept_forest, MONSTER, minecraft:zombie_villager, 1, 1, 1
845, extreme_hills, minecraft:windswept_forest, MONSTER, minecraft:skeleton, 15, 4, 4
846, extreme_hills, minecraft:windswept_forest, MONSTER, minecraft:slime, 15, 4, 4
847, extreme_hills, minecraft:windswept_forest, MONSTER, minecraft:enderman, 1, 1, 4
848, extreme_hills, minecraft:windswept_forest, MONSTER, minecraft:witch, 1, 1, 1
849, extreme_hills, minecraft:windswept_forest, MONSTER, creeperoverhaul:hills_creeper, 15, 2, 2
850, extreme_hills, minecraft:windswept_forest, MONSTER, creeperoverhaul:cave_creeper, 15, 2, 2
851, extreme_hills, minecraft:windswept_forest, MONSTER, mowziesmobs:grottol, 2, 1, 1
852, extreme_hills, minecraft:windswept_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
853, extreme_hills, minecraft:windswept_forest, MONSTER, quark:stoneling, 15, 1, 1
854, extreme_hills, minecraft:windswept_forest, MONSTER, quark:toretoise, 15, 2, 4
855, extreme_hills, minecraft:windswept_forest, CREATURE, minecraft:sheep, 12, 4, 4
856, extreme_hills, minecraft:windswept_forest, CREATURE, minecraft:pig, 10, 4, 4
857, extreme_hills, minecraft:windswept_forest, CREATURE, minecraft:chicken, 10, 4, 4
858, extreme_hills, minecraft:windswept_forest, CREATURE, minecraft:cow, 8, 4, 4
859, extreme_hills, minecraft:windswept_forest, CREATURE, minecraft:llama, 5, 4, 6
860, extreme_hills, minecraft:windswept_forest, CREATURE, isleofberk:deadly_nadder, 4, 2, 3
861, extreme_hills, minecraft:windswept_forest, CREATURE, isleofberk:light_fury, 3, 0, 1
862, extreme_hills, minecraft:windswept_forest, CREATURE, isleofberk:monstrous_nightmare, 1, 0, 1
863, extreme_hills, minecraft:windswept_forest, CREATURE, naturalist:snail, 2, 1, 3
864, extreme_hills, minecraft:windswept_forest, CREATURE, naturalist:bluejay, 6, 1, 4
865, extreme_hills, minecraft:windswept_forest, CREATURE, naturalist:canary, 6, 1, 4
866, extreme_hills, minecraft:windswept_forest, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
867, extreme_hills, minecraft:windswept_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
868, extreme_hills, minecraft:windswept_forest, CREATURE, alexsmobs:crow, 10, 3, 5
869, extreme_hills, minecraft:windswept_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
870, extreme_hills, minecraft:windswept_forest, AMBIENT, minecraft:bat, 10, 8, 8
871, extreme_hills, minecraft:windswept_forest, AMBIENT, alexsmobs:fly, 3, 2, 3
872, extreme_hills, minecraft:windswept_forest, AMBIENT, alexsmobs:cockroach, 4, 5, 5
873, extreme_hills, minecraft:windswept_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
874, extreme_hills, minecraft:windswept_forest, WATER_CREATURE, alexsmobs:cachalot_whale, 2, 1, 2
875, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
876, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:minnow, 15, 1, 5
877, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 3
878, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:perch, 15, 1, 6
879, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
880, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 3
881, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:bluegill, 15, 1, 6
882, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:muskellunge, 3, 1, 1
883, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, aquaculture:catfish, 1, 1, 1
884, extreme_hills, minecraft:windswept_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 15, 5, 12
885, savanna, minecraft:windswept_savanna, MONSTER, minecraft:spider, 15, 4, 4
886, savanna, minecraft:windswept_savanna, MONSTER, minecraft:zombie, 15, 4, 4
887, savanna, minecraft:windswept_savanna, MONSTER, minecraft:zombie_villager, 1, 1, 1
888, savanna, minecraft:windswept_savanna, MONSTER, minecraft:skeleton, 15, 4, 4
889, savanna, minecraft:windswept_savanna, MONSTER, minecraft:slime, 15, 4, 4
890, savanna, minecraft:windswept_savanna, MONSTER, minecraft:enderman, 1, 1, 4
891, savanna, minecraft:windswept_savanna, MONSTER, minecraft:witch, 1, 1, 1
892, savanna, minecraft:windswept_savanna, MONSTER, creeperoverhaul:savannah_creeper, 15, 2, 2
893, savanna, minecraft:windswept_savanna, MONSTER, creeperoverhaul:cave_creeper, 15, 2, 2
894, savanna, minecraft:windswept_savanna, MONSTER, mowziesmobs:umvuthana_raptor, 2, 1, 1
895, savanna, minecraft:windswept_savanna, MONSTER, mowziesmobs:grottol, 2, 1, 1
896, savanna, minecraft:windswept_savanna, MONSTER, alexsmobs:centipede_head, 8, 1, 1
897, savanna, minecraft:windswept_savanna, MONSTER, quark:stoneling, 15, 1, 1
898, savanna, minecraft:windswept_savanna, MONSTER, quark:toretoise, 15, 2, 4
899, savanna, minecraft:windswept_savanna, CREATURE, minecraft:horse, 1, 2, 6
900, savanna, minecraft:windswept_savanna, CREATURE, minecraft:donkey, 1, 1, 1
901, savanna, minecraft:windswept_savanna, CREATURE, isleofberk:deadly_nadder, 9, 1, 3
902, savanna, minecraft:windswept_savanna, CREATURE, isleofberk:gronckle, 5, 2, 3
903, savanna, minecraft:windswept_savanna, CREATURE, naturalist:snail, 2, 1, 3
904, savanna, minecraft:windswept_savanna, CREATURE, naturalist:rattlesnake, 3, 1, 1
905, savanna, minecraft:windswept_savanna, CREATURE, naturalist:cardinal, 6, 1, 4
906, savanna, minecraft:windswept_savanna, CREATURE, naturalist:rhino, 10, 1, 3
907, savanna, minecraft:windswept_savanna, CREATURE, naturalist:lion, 10, 3, 5
908, savanna, minecraft:windswept_savanna, CREATURE, naturalist:elephant, 1, 2, 3
909, savanna, minecraft:windswept_savanna, CREATURE, naturalist:zebra, 7, 2, 3
910, savanna, minecraft:windswept_savanna, CREATURE, naturalist:giraffe, 7, 2, 4
911, savanna, minecraft:windswept_savanna, CREATURE, naturalist:hippo, 15, 3, 4
912, savanna, minecraft:windswept_savanna, CREATURE, naturalist:vulture, 10, 2, 4
913, savanna, minecraft:windswept_savanna, CREATURE, naturalist:boar, 10, 4, 4
914, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:gazelle, 15, 7, 7
915, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:elephant, 15, 3, 5
916, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:emu, 15, 2, 5
917, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:kangaroo, 15, 3, 5
918, savanna, minecraft:windswept_savanna, CREATURE, alexsmobs:maned_wolf, 8, 1, 1
919, savanna, minecraft:windswept_savanna, AMBIENT, minecraft:bat, 10, 8, 8
920, savanna, minecraft:windswept_savanna, AMBIENT, alexsmobs:fly, 3, 2, 3
921, savanna, minecraft:windswept_savanna, AMBIENT, alexsmobs:cockroach, 4, 5, 5
922, savanna, minecraft:windswept_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
923, savanna, minecraft:windswept_savanna, WATER_CREATURE, alexsmobs:cachalot_whale, 2, 1, 2
924, savanna, minecraft:windswept_savanna, WATER_AMBIENT, aquaculture:boulti, 10, 1, 3
925, savanna, minecraft:windswept_savanna, WATER_AMBIENT, aquaculture:synodontis, 15, 1, 6
926, savanna, minecraft:windswept_savanna, WATER_AMBIENT, aquaculture:bayad, 6, 1, 2
927, savanna, minecraft:windswept_savanna, WATER_AMBIENT, aquaculture:capitaine, 1, 1, 1
928, savanna, minecraft:windswept_savanna, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 15, 5, 12
929, jungle, minecraft:jungle, MONSTER, minecraft:spider, 15, 4, 4
930, jungle, minecraft:jungle, MONSTER, minecraft:zombie, 15, 4, 4
931, jungle, minecraft:jungle, MONSTER, minecraft:zombie_villager, 1, 1, 1
932, jungle, minecraft:jungle, MONSTER, minecraft:skeleton, 15, 4, 4
933, jungle, minecraft:jungle, MONSTER, minecraft:slime, 15, 4, 4
934, jungle, minecraft:jungle, MONSTER, minecraft:enderman, 1, 1, 4
935, jungle, minecraft:jungle, MONSTER, minecraft:witch, 1, 1, 1
936, jungle, minecraft:jungle, MONSTER, minecraft:ocelot, 2, 1, 3
937, jungle, minecraft:jungle, MONSTER, creeperoverhaul:jungle_creeper, 15, 2, 2
938, jungle, minecraft:jungle, MONSTER, creeperoverhaul:bamboo_creeper, 15, 2, 2
939, jungle, minecraft:jungle, MONSTER, creeperoverhaul:cave_creeper, 15, 2, 2
940, jungle, minecraft:jungle, MONSTER, mowziesmobs:foliaath, 15, 1, 4
941, jungle, minecraft:jungle, MONSTER, mowziesmobs:grottol, 2, 1, 1
942, jungle, minecraft:jungle, MONSTER, alexsmobs:centipede_head, 8, 1, 1
943, jungle, minecraft:jungle, MONSTER, quark:stoneling, 15, 1, 1
944, jungle, minecraft:jungle, MONSTER, quark:toretoise, 15, 2, 4
945, jungle, minecraft:jungle, CREATURE, minecraft:sheep, 12, 4, 4
946, jungle, minecraft:jungle, CREATURE, minecraft:pig, 10, 4, 4
947, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
948, jungle, minecraft:jungle, CREATURE, minecraft:cow, 8, 4, 4
949, jungle, minecraft:jungle, CREATURE, minecraft:chicken, 10, 4, 4
950, jungle, minecraft:jungle, CREATURE, minecraft:parrot, 15, 1, 2
951, jungle, minecraft:jungle, CREATURE, minecraft:panda, 1, 1, 2
952, jungle, minecraft:jungle, CREATURE, aquaculture:arrau_turtle, 8, 1, 2
953, jungle, minecraft:jungle, CREATURE, isleofberk:terrible_terror, 4, 2, 4
954, jungle, minecraft:jungle, CREATURE, crittersandcompanions:red_panda, 6, 1, 2
955, jungle, minecraft:jungle, CREATURE, naturalist:coral_snake, 3, 1, 1
956, jungle, minecraft:jungle, CREATURE, naturalist:hippo, 15, 3, 4
957, jungle, minecraft:jungle, CREATURE, cnb:lizard, 15, 1, 4
958, jungle, minecraft:jungle, CREATURE, alexsmobs:hummingbird, 15, 7, 7
959, jungle, minecraft:jungle, CREATURE, alexsmobs:gorilla, 15, 7, 7
960, jungle, minecraft:jungle, CREATURE, alexsmobs:capuchin_monkey, 15, 9, 16
961, jungle, minecraft:jungle, CREATURE, alexsmobs:toucan, 15, 5, 5
962, jungle, minecraft:jungle, CREATURE, alexsmobs:anteater, 7, 1, 3
963, jungle, minecraft:jungle, AMBIENT, minecraft:bat, 10, 8, 8
964, jungle, minecraft:jungle, AMBIENT, crittersandcompanions:leaf_insect, 8, 1, 1
965, jungle, minecraft:jungle, AMBIENT, alexsmobs:fly, 3, 2, 3
966, jungle, minecraft:jungle, AMBIENT, alexsmobs:cockroach, 4, 5, 5
967, jungle, minecraft:jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
968, jungle, minecraft:jungle, WATER_CREATURE, alexsmobs:cachalot_whale, 2, 1, 2
969, jungle, minecraft:jungle, WATER_AMBIENT, aquaculture:arapaima, 1, 1, 1
970, jungle, minecraft:jungle, WATER_AMBIENT, aquaculture:piranha, 15, 1, 6
971, jungle, minecraft:jungle, WATER_AMBIENT, aquaculture:tambaqui, 6, 1, 2
972, jungle, minecraft:jungle, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 15, 5, 12
973, jungle, minecraft:sparse_jungle, MONSTER, minecraft:spider, 15, 4, 4
974, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie, 15, 4, 4
975, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie_villager, 1, 1, 1
976, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton, 15, 4, 4
977, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime, 15, 4, 4
978, jungle, minecraft:sparse_jungle, MONSTER, minecraft:enderman, 1, 1, 4
979, jungle, minecraft:sparse_jungle, MONSTER, minecraft:witch, 1, 1, 1
980, jungle, minecraft:sparse_jungle, MONSTER, creeperoverhaul:jungle_creeper, 15, 2, 2
981, jungle, minecraft:sparse_jungle, MONSTER, creeperoverhaul:bamboo_creeper, 15, 2, 2
982, jungle, minecraft:sparse_jungle, MONSTER, creeperoverhaul:cave_creeper, 15, 2, 2
983, jungle, minecraft:sparse_jungle, MONSTER, mowziesmobs:foliaath, 15, 1, 4
984, jungle, minecraft:sparse_jungle, MONSTER, mowziesmobs:grottol, 2, 1, 1
985, jungle, minecraft:sparse_jungle, MONSTER, alexsmobs:centipede_head, 8, 1, 1
986, jungle, minecraft:sparse_jungle, MONSTER, quark:stoneling, 15, 1, 1
987, jungle, minecraft:sparse_jungle, MONSTER, quark:toretoise, 15, 2, 4
